ID,GENDER,CAR,REALITY,NO_OF_CHILD,INCOME,INCOME_TYPE,EDUCATION_TYPE,FAMILY_TYPE,HOUSE_TYPE,FLAG_MOBIL,WORK_PHONE,PHONE,E_MAIL,FAMILY SIZE,BEGIN_MONTH,AGE,YEARS_EMPLOYED,TARGET
5126281,M,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,8,36,1,0
5126285,F,N,N,0,121500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,1,41,33,1,0
5126286,M,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,35,58,33,0
5126288,M,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,60,58,33,0
5126289,M,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,46,58,33,0
5126290,M,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,36,58,33,0
5126291,M,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,7,58,33,0
5126292,M,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,31,58,33,0
5126293,M,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,12,58,33,0
5126294,M,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,43,58,33,0
5126296,F,N,N,0,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,2,43,43,12,0
5126297,F,N,N,0,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,2,10,43,12,0
5126298,F,N,N,0,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,2,3,43,12,0
5126299,F,N,N,0,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,2,47,43,12,1
5126300,M,N,N,0,117000,Working,Higher education,Single / not married,House / apartment,1,1,0,0,1,19,22,2,1
5126301,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,40,54,2,0
5126302,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,42,54,2,0
5126303,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,39,54,2,0
5126304,F,N,N,0,121500,Working,Higher education,Married,House / apartment,1,0,0,0,2,7,27,5,0
5126305,F,N,N,0,121500,Working,Higher education,Married,House / apartment,1,0,0,0,2,2,27,5,0
5126306,F,N,N,0,121500,Working,Higher education,Married,House / apartment,1,0,0,0,2,14,27,5,0
5126307,F,N,N,0,121500,Working,Higher education,Married,House / apartment,1,0,0,0,2,17,27,5,0
5126308,F,N,N,0,112500,Working,Higher education,Single / not married,Co-op apartment,1,1,1,0,1,6,35,1,0
5126309,F,N,N,0,112500,Working,Higher education,Single / not married,Co-op apartment,1,1,1,0,1,21,35,1,0
5126310,F,N,N,0,112500,Working,Higher education,Single / not married,Co-op apartment,1,1,1,0,1,21,35,1,0
5126311,M,N,N,0,180000,Working,Incomplete higher,Civil marriage,With parents,1,1,0,1,2,4,21,1,0
5126314,M,Y,N,0,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,2,51,50,2,0
5126315,M,Y,N,0,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,2,38,50,2,0
5126316,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,58,49,5,0
5126317,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,14,49,5,0
5126318,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,14,49,5,0
5126320,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,34,49,5,0
5126321,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,17,49,5,0
5126322,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,17,49,5,0
5126323,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,20,49,5,0
5126324,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,27,49,5,0
5126325,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,32,49,5,0
5126327,F,N,N,0,157500,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,2,33,46,3,0
5126328,F,N,N,0,157500,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,2,31,46,3,0
5126329,F,N,N,0,157500,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,2,18,46,3,0
5126330,F,N,N,0,157500,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,2,33,46,3,0
5126331,F,N,N,0,157500,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,2,33,46,3,0
5126332,F,N,N,0,157500,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,2,12,46,3,0
5126333,F,N,N,0,157500,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,2,11,46,3,0
5126334,F,N,N,0,157500,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,2,14,46,3,0
5126335,F,N,N,0,157500,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,2,49,46,3,0
5126338,M,N,N,0,225000,Working,Higher education,Separated,House / apartment,1,1,1,0,1,14,43,8,0
5126339,M,N,N,0,225000,Working,Higher education,Separated,House / apartment,1,1,1,0,1,18,43,8,0
5126340,M,N,N,0,225000,Working,Higher education,Separated,House / apartment,1,1,1,0,1,15,43,8,0
5126347,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,49,42,6,0
5126348,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,59,42,6,1
5126349,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,39,42,6,1
5126363,M,Y,N,1,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,3,5,55,21,0
5126364,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,51,37,5,0
5126365,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,1,37,5,0
5126366,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,20,37,5,0
5126368,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,25,37,5,0
5126369,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,26,37,5,0
5126370,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,24,37,5,0
5126371,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,19,37,5,0
5126372,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,12,37,5,0
5126373,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,8,37,5,0
5126374,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,8,37,5,0
5126375,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,22,37,5,0
5126376,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,22,37,5,0
5126377,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,36,37,5,0
5126378,M,Y,N,0,180000,Working,Higher education,Married,House / apartment,1,1,0,1,2,8,29,8,0
5126379,M,Y,N,0,180000,Working,Higher education,Married,House / apartment,1,1,0,1,2,29,29,8,0
5126380,M,Y,N,0,180000,Working,Higher education,Married,House / apartment,1,1,0,1,2,16,29,8,0
5126381,M,Y,N,0,180000,Working,Higher education,Married,House / apartment,1,1,0,1,2,24,29,8,0
5126382,M,Y,N,0,180000,Working,Higher education,Married,House / apartment,1,1,0,1,2,36,29,8,0
5126383,M,Y,N,0,180000,Working,Higher education,Married,House / apartment,1,1,0,1,2,8,29,8,0
5126384,M,Y,N,0,180000,Working,Higher education,Married,House / apartment,1,1,0,1,2,20,29,8,0
5126385,M,Y,N,0,180000,Working,Higher education,Married,House / apartment,1,1,0,1,2,38,29,8,0
5126386,M,Y,N,0,180000,Working,Higher education,Married,House / apartment,1,1,0,1,2,47,29,8,0
5126416,F,N,N,0,162000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,43,37,11,0
5126420,F,N,N,0,162000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,22,37,11,0
5126421,F,N,N,0,162000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,22,37,11,0
5126428,M,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,33,36,4,0
5126429,M,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,23,36,4,0
5126432,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,49,46,3,0
5126442,M,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,28,52,1,0
5126443,M,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,11,52,1,0
5126451,M,Y,N,0,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,2,40,38,13,0
5126452,M,Y,N,0,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,2,27,38,13,0
5126453,M,Y,N,0,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,2,37,38,13,0
5126454,M,Y,N,0,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,2,6,38,13,0
5126455,F,N,N,0,94500,Working,Higher education,Married,House / apartment,1,0,0,0,2,43,46,1,0
5126456,F,N,N,0,94500,Working,Higher education,Married,House / apartment,1,0,0,0,2,10,46,1,0
5126457,F,N,N,0,94500,Working,Higher education,Married,House / apartment,1,0,0,0,2,43,46,1,0
5126458,F,N,N,0,94500,Working,Higher education,Married,House / apartment,1,0,0,0,2,45,46,1,0
5126459,M,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,7,39,5,0
5126461,F,N,N,0,157500,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,1,1,0,2,28,30,4,0
5126462,F,Y,N,0,112500,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,1,1,0,1,31,48,29,0
5126463,F,Y,N,0,112500,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,1,1,0,1,57,48,29,1
5126467,M,Y,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,7,43,10,0
5126468,M,Y,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,33,43,10,0
5126476,F,N,N,0,76500,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,2,53,47,17,0
5126478,F,N,N,0,76500,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,2,46,47,17,0
5126482,M,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,17,43,20,0
5126483,M,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,2,43,20,0
5126484,F,N,N,0,76500,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,1,48,54,9,0
5126485,F,N,N,0,76500,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,1,6,54,9,0
5126486,F,N,N,0,76500,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,1,22,54,9,0
5126487,F,N,N,0,76500,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,1,12,54,9,0
5126488,F,N,N,0,76500,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,1,12,54,9,0
5126494,F,Y,N,0,202500,Commercial associate,Higher education,Single / not married,House / apartment,1,1,0,0,1,18,26,3,0
5126506,F,Y,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,18,38,18,0
5126508,F,N,N,0,112500,State servant,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,20,52,16,0
5126509,F,N,N,0,112500,State servant,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,4,52,16,0
5126510,F,N,N,0,112500,State servant,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,23,52,16,0
5126511,F,N,N,0,112500,State servant,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,19,52,16,0
5126512,F,N,N,0,112500,State servant,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,16,52,16,0
5126513,F,N,N,0,112500,State servant,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,43,52,16,0
5126517,M,Y,N,0,157500,Working,Higher education,Married,House / apartment,1,0,1,0,2,45,56,6,0
5126518,M,Y,N,0,157500,Working,Higher education,Married,House / apartment,1,0,1,0,2,35,56,6,0
5126519,M,Y,N,0,157500,Working,Higher education,Married,House / apartment,1,0,1,0,2,40,56,6,0
5126520,M,Y,N,0,157500,Working,Higher education,Married,House / apartment,1,0,1,0,2,26,56,6,0
5126521,M,Y,N,0,157500,Working,Higher education,Married,House / apartment,1,0,1,0,2,16,56,6,0
5126522,M,Y,N,0,157500,Working,Higher education,Married,House / apartment,1,0,1,0,2,16,56,6,0
5126523,M,Y,N,0,157500,Working,Higher education,Married,House / apartment,1,0,1,0,2,21,56,6,0
5126524,M,Y,N,0,157500,Working,Higher education,Married,House / apartment,1,0,1,0,2,59,56,6,0
5126526,F,N,N,0,225000,State servant,Secondary / secondary special,Married,With parents,1,0,1,0,2,29,34,1,0
5126527,F,N,N,0,225000,State servant,Secondary / secondary special,Married,With parents,1,0,1,0,2,53,34,1,0
5126528,F,N,N,0,225000,State servant,Secondary / secondary special,Married,With parents,1,0,1,0,2,0,34,1,0
5126529,F,N,N,0,225000,State servant,Secondary / secondary special,Married,With parents,1,0,1,0,2,15,34,1,0
5126530,F,N,N,0,225000,State servant,Secondary / secondary special,Married,With parents,1,0,1,0,2,55,34,1,0
5126536,F,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,13,28,9,0
5126537,F,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,22,28,9,0
5126538,F,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,34,28,9,0
5126539,F,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,49,28,9,0
5126540,F,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,49,28,9,0
5126541,F,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,26,28,9,0
5126542,F,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,45,28,9,0
5126543,F,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,50,28,9,0
5126544,F,Y,N,1,225000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,2,8,35,5,0
5126545,F,Y,N,1,225000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,2,27,35,5,0
5126547,F,Y,N,2,135000,State servant,Higher education,Married,House / apartment,1,1,0,0,4,7,37,6,0
5126548,F,Y,N,2,135000,State servant,Higher education,Married,House / apartment,1,1,0,0,4,11,37,6,0
5126549,F,Y,N,2,135000,State servant,Higher education,Married,House / apartment,1,1,0,0,4,45,37,6,0
5126552,F,Y,N,2,135000,State servant,Higher education,Married,House / apartment,1,1,0,0,4,35,37,6,0
5126553,F,Y,N,2,135000,State servant,Higher education,Married,House / apartment,1,1,0,0,4,14,37,6,0
5126554,F,N,N,1,157500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,10,26,5,0
5126555,F,N,N,1,157500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,3,26,5,0
5126556,F,N,N,1,157500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,37,26,5,0
5126557,F,N,N,0,450000,Working,Higher education,Married,House / apartment,1,0,0,0,2,25,30,9,0
5126558,F,N,N,0,450000,Working,Higher education,Married,House / apartment,1,0,0,0,2,7,30,9,0
5126559,F,N,N,0,450000,Working,Higher education,Married,House / apartment,1,0,0,0,2,46,30,9,0
5126560,F,N,N,0,450000,Working,Higher education,Married,House / apartment,1,0,0,0,2,12,30,9,0
5126561,F,N,N,0,450000,Working,Higher education,Married,House / apartment,1,0,0,0,2,13,30,9,0
5126562,F,N,N,0,450000,Working,Higher education,Married,House / apartment,1,0,0,0,2,26,30,9,0
5126565,F,Y,N,0,675000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,13,45,4,0
5126566,F,Y,N,0,675000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,5,45,4,0
5126570,M,N,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,12,46,26,0
5126571,M,N,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,57,46,26,0
5126572,M,N,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,13,46,26,0
5126573,M,N,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,23,46,26,0
5126574,M,N,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,24,46,26,0
5126576,M,Y,N,0,202500,Working,Lower secondary,Married,Rented apartment,1,1,1,0,2,15,40,2,0
5126577,M,Y,N,0,202500,Working,Lower secondary,Married,Rented apartment,1,1,1,0,2,35,40,2,0
5126578,M,Y,N,0,202500,Working,Lower secondary,Married,Rented apartment,1,1,1,0,2,1,40,2,0
5126579,M,Y,N,0,202500,Working,Lower secondary,Married,Rented apartment,1,1,1,0,2,22,40,2,0
5126588,F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,3,56,21,0
5126589,F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,28,56,21,0
5126590,F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,28,56,21,0
5126591,F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,52,56,21,0
5126592,F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,51,56,21,0
5126593,F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,52,56,21,0
5126594,F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,28,56,21,0
5126595,F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,41,56,21,0
5126596,F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,52,56,21,0
5126597,F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,47,56,21,0
5126598,F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,52,56,21,0
5126602,F,N,N,0,157500,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,1,0,2,39,28,0,0
5126604,F,N,N,0,157500,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,1,0,2,34,28,0,0
5126605,F,N,N,0,157500,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,1,0,2,31,28,0,0
5126606,F,N,N,0,157500,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,1,0,2,2,28,0,0
5126607,F,N,N,0,157500,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,1,0,2,23,28,0,0
5126608,F,N,N,0,157500,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,1,0,2,27,28,0,0
5126609,F,N,N,0,157500,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,1,0,2,37,28,0,0
5126610,M,N,N,0,247500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,3,23,0,0
5126621,F,N,N,0,67500,State servant,Secondary / secondary special,Married,Co-op apartment,1,0,0,0,2,43,50,20,0
5126622,F,N,N,0,67500,State servant,Secondary / secondary special,Married,Co-op apartment,1,0,0,0,2,43,50,20,0
5126623,F,N,N,0,67500,State servant,Secondary / secondary special,Married,Co-op apartment,1,0,0,0,2,30,50,20,0
5126624,F,N,N,0,67500,State servant,Secondary / secondary special,Married,Co-op apartment,1,0,0,0,2,14,50,20,0
5126633,M,Y,Y,0,225000,Working,Higher education,Married,House / apartment,1,0,0,0,2,27,62,3,0
5126647,F,N,Y,1,166500,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,3,15,25,2,0
5126664,F,N,Y,0,351000,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,8,48,11,0
5126665,F,N,Y,0,351000,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,8,48,11,0
5126666,F,N,Y,0,351000,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,6,48,11,0
5126667,F,N,Y,0,351000,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,24,48,11,0
5126668,F,N,Y,0,351000,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,46,48,11,0
5126669,F,N,Y,0,351000,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,35,48,11,0
5126670,F,N,Y,0,351000,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,23,48,11,0
5126671,F,N,Y,0,351000,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,45,48,11,0
5126672,F,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,40,52,1,0
5126673,F,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,40,52,1,0
5126674,F,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,40,52,1,0
5126675,F,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,41,52,1,0
5126676,F,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,45,52,1,0
5126677,F,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,59,52,1,0
5126678,F,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,31,52,1,0
5126692,F,N,N,0,292500,Working,Secondary / secondary special,Separated,Municipal apartment,1,0,0,0,1,31,28,9,0
5126709,M,N,Y,1,157500,Working,Secondary / secondary special,Married,Office apartment,1,0,0,0,3,6,31,9,0
5126712,M,N,Y,1,157500,Working,Secondary / secondary special,Married,Office apartment,1,0,0,0,3,18,31,9,0
5126713,M,N,Y,1,157500,Working,Secondary / secondary special,Married,Office apartment,1,0,0,0,3,6,31,9,0
5126714,M,N,Y,1,157500,Working,Secondary / secondary special,Married,Office apartment,1,0,0,0,3,3,31,9,0
5126715,M,N,Y,1,157500,Working,Secondary / secondary special,Married,Office apartment,1,0,0,0,3,13,31,9,0
5126716,M,N,Y,1,157500,Working,Secondary / secondary special,Married,Office apartment,1,0,0,0,3,27,31,9,0
5126719,M,N,Y,1,157500,Working,Secondary / secondary special,Married,Office apartment,1,0,0,0,3,40,31,9,0
5126723,F,N,Y,2,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,4,31,37,7,0
5126724,F,N,Y,2,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,4,21,37,7,0
5126725,F,N,Y,2,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,4,17,37,7,0
5126726,F,N,Y,2,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,4,56,37,7,0
5126727,F,N,Y,2,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,4,60,37,7,0
5126728,M,N,Y,0,229500,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,26,45,4,0
5126729,M,N,Y,0,229500,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,40,45,4,0
5126730,M,N,Y,0,229500,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,46,45,4,0
5126731,M,N,Y,0,229500,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,40,45,4,0
5126732,M,N,Y,0,229500,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,37,45,4,0
5126733,M,N,Y,0,229500,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,27,45,4,0
5126734,M,N,Y,0,229500,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,24,45,4,0
5126735,M,N,Y,0,229500,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,19,45,4,0
5126736,M,N,Y,0,229500,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,9,45,4,0
5126737,M,N,Y,0,229500,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,8,45,4,0
5126743,F,N,N,0,135000,Working,Lower secondary,Married,Rented apartment,1,0,0,0,2,28,52,0,0
5126756,M,Y,Y,2,292500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,4,3,24,3,0
5126757,M,Y,Y,2,292500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,4,27,24,3,0
5126758,M,Y,Y,2,292500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,4,21,24,3,0
5126759,F,N,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,34,30,9,0
5126760,F,N,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,31,30,9,0
5126761,F,Y,Y,1,355500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,44,42,1,0
5126762,F,Y,Y,1,355500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,36,42,1,0
5126763,F,Y,Y,1,355500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,40,42,1,0
5126764,F,Y,Y,1,355500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,13,42,1,0
5126765,F,Y,Y,1,355500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,11,42,1,0
5126766,F,Y,Y,1,355500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,36,42,1,0
5126768,F,Y,Y,1,355500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,36,42,1,0
5126769,F,Y,Y,1,355500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,40,42,1,0
5126771,M,Y,Y,2,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,4,35,44,1,0
5126772,F,N,Y,1,112500,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,2,8,49,26,0
5126773,F,N,Y,1,112500,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,2,8,49,26,0
5126777,F,N,Y,1,112500,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,2,39,49,26,0
5126778,F,N,Y,1,112500,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,2,27,49,26,0
5126779,F,N,Y,1,112500,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,2,19,49,26,0
5126780,F,N,Y,1,112500,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,2,11,49,26,0
